,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,0.0,0.11800677,0.0,0.0,0.024746843,0.15552494,0.12354973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061430708,0.083664134,0.0,0.12333475,0.0,0.0,0.0,0.0072701816,0.0775225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06753047,0.0,0.0,0.0,0.16606657,0.0,0.0,0.0,0.057685528,0.0,0.0,0.057428125,0.00012328383,0.0,0.009932743,0.0,0.07541531,0.1220676,0.0,0.0,0.14618847,0.0,0.0,0.030991035,0.0,0.049706265,0.15260863,0.0,0.0,0.0,0.0700265,0.0,0.0,0.13436054,0.0,0.0,0.09866278,0.0,0.13070047,0.0,0.114292294,0.0,0.0,0.005855553,0.016914159,0.047872417,0.026353639,0.0,0.0,0.0,0.13275772,0.0,0.1512726,0.0,0.0,0.12287073,0.09980411,0.0,0.0,0.05328096,0.12935053,0.011113698,0.1421755,0.0,0.0044974554,0.0,0.14788245,0.025237544,0.034064412,0.11263651,0.013216905,0.0,0.0,0.071754776,0.0,0.0,0.1249415,0.0,0.0,0.013596913,0.07945117,0.0,0.0,0.08249026,0.0,0.0,0.015329481,0.0,0.0,0.09806146,0.1296577,0.0,0.04693129,0.0,0.0,0.122531876,0.0,0.0,0.07212332,0.0,0.0043230895,0.13391489,0.042389773,0.14597666,0.0,0.0,0.0,0.123944506,0.122661665,0.0805753,0.0,0.20872486,0.0,0.0,0.100110054,0.0,0.028638579,0.0,0.0,0.123141706,0.10086693,0.06395732,0.0,0.026121816,0.0,0.0,0.0,0.087345764,0.0,0.0,0.0,0.0,0.099640846,0.0,0.11272167,0.0,0.0,0.0,0.0,0.13621946,0.0,0.120865904,0.0,0.08011155,0.09627418,0.0,0.0,0.0,0.108214736,0.0,0.0,0.08292158,0.11216654,0.0,0.0,0.0,0.10075104,0.0,0.02957864,0.16779988,0.056940302,0.0,0.049463052,0.12616262,0.0,0.009494694,0.16863036,0.14456278,0.17300667,0.0,0.10007201,0.0,0.0,0.0,0.03987044,0.0,0.0,0.1579121,0.10774689,0.011916703,0.0,0.19003499,0.10243721,0.024559943,0.0,0.0,0.056346983,0.0,0.050794166,0.0,0.0,0.16517971,0.0016256701,0.0,0.0,0.059863627,0.0,0.100910775,0.0,0.1391091,0.0,0.083503805,0.0,0.0,0.097605154,0.09715444,0.0,0.0042216536,0.15554075,0.13793015,0.04923244,0.121612914,0.0,0.118139625,0.10476525,0.0,0.0,0.0,0.0,0.0980484,0.0,0.09544754,0.0,0.0,0.07865059
1,0.0,0.12433308,0.0,0.0,0.024938159,0.1668736,0.12922904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06628437,0.08953704,0.0,0.13128468,0.0,0.0,0.0,0.008527959,0.07941869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07176445,0.0,0.0,0.0,0.1781816,0.0,0.0,0.0,0.059755035,0.0,0.0,0.05985305,0.0009399075,0.0,0.012171671,0.0,0.08080293,0.13045639,0.0,0.0,0.15825357,0.0,0.0,0.032013383,0.0,0.05426118,0.16505094,0.0,0.0,0.0,0.07346843,0.0,0.0,0.14343938,0.0,0.0,0.10755667,0.0,0.14232132,0.0,0.12148174,0.0,0.0,0.0013468377,0.018838998,0.048199117,0.028141666,0.0,0.0,0.0,0.13839006,0.0,0.16327032,0.0,0.0,0.13031238,0.10617733,0.0,0.0,0.05717669,0.13355729,0.009935165,0.1488322,0.0,0.0019444413,0.0,0.15863247,0.025508597,0.03432159,0.12018049,0.011228671,0.0,0.0,0.07625909,0.0,0.0,0.13475633,0.0,0.0,0.015808415,0.085072584,0.0,0.0,0.08987193,0.0,0.0,0.013675759,0.0,0.0,0.10488415,0.13683212,0.0,0.046536278,0.0,0.0,0.12931009,0.0,0.0,0.07345025,5.1138923e-05,0.0036476478,0.139613,0.0456225,0.15639502,0.0,0.0,0.0,0.12762639,0.13083348,0.082458146,0.0,0.22203583,0.0,0.0,0.10626164,0.0,0.031994276,0.0,0.0,0.13258098,0.10823883,0.06761035,0.0,0.024299718,0.0,0.0,0.0,0.09382651,0.0,0.0,0.0,0.0,0.103099674,0.0,0.11824724,0.0,0.0,0.0,0.0,0.14807288,0.0,0.12767296,0.0,0.08003212,0.10172332,0.0,0.0,0.0,0.11220859,0.0,0.0,0.09083737,0.11674179,0.0,0.0,0.0,0.10711746,0.0,0.03303973,0.17868774,0.061114028,0.0,0.04806668,0.13460442,0.0,0.009650461,0.17959675,0.15435854,0.1838155,0.0,0.1085636,0.0,0.0,0.0,0.040744364,0.0,0.0,0.16981497,0.11481765,0.012346921,0.0,0.20268257,0.10942792,0.025718303,0.0,0.0,0.05735188,0.0,0.054332912,0.0,0.0,0.1764405,0.0,0.0,0.0,0.06442545,0.0,0.10593586,0.0,0.14693774,0.0,0.08947894,0.0,0.0,0.101815015,0.10577259,0.0,0.0019827085,0.16177744,0.14407939,0.052796915,0.12756617,0.0,0.12620124,0.10899662,0.0,0.0,0.0,0.0,0.10540805,0.0,0.101454146,0.0,0.0,0.08404373
2,0.0,0.111474626,0.0,0.0,0.027479462,0.15073186,0.12362756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066080764,0.07964568,0.0,0.12130755,0.0,0.0,0.0,0.009105548,0.07363752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062603064,0.0,0.0,0.0,0.15850988,0.0,0.0,0.0,0.054210596,0.0,0.0,0.05736747,0.0,0.0,0.01169166,0.0,0.07437433,0.12068189,0.0,0.0,0.1410296,0.0,0.0,0.03604391,0.0,0.049555365,0.14993733,0.0,0.0,0.0,0.06876472,0.0,0.0,0.13407916,0.0,0.0021455155,0.09477654,0.0,0.12690566,0.0,0.10837374,0.0,0.0,0.009592835,0.016108781,0.048503224,0.030276254,0.0,0.0,0.0,0.12709981,0.0,0.14707378,0.0,0.0,0.11685796,0.0945421,0.0,0.0,0.055815965,0.13001502,0.012050813,0.13344853,0.0,0.0072256606,0.0,0.13805825,0.02725874,0.03275299,0.10395713,0.014812898,0.0,0.0,0.06915118,0.0,0.0,0.12289555,0.0,0.0,0.012538316,0.07220191,0.0,0.0,0.08101848,0.0,0.0,0.020479292,0.0,0.0,0.0906248,0.12820955,0.0,0.04822178,0.0,0.0,0.12128097,0.0,0.0,0.0721537,0.0,0.0034060683,0.12687948,0.043677047,0.13880637,0.0,0.0,0.0,0.123074695,0.119015366,0.083662555,0.0,0.20600325,0.0,0.0,0.09344316,0.0,0.022398047,0.0,0.0,0.11676874,0.101527065,0.0652757,0.0,0.027345972,6.0617924e-05,0.0,0.0,0.08468005,0.0,0.0,0.0,0.0,0.09749008,0.0,0.11317186,0.0,0.0,0.0,0.0,0.13142063,0.0,0.119852155,0.0,0.083668776,0.09426604,0.0,0.0,0.0,0.10667355,0.0,0.0,0.08080316,0.109599955,0.0,0.0,0.0,0.09385449,0.0,0.030008895,0.16408047,0.05826935,0.0,0.05034891,0.121835485,0.0,0.010631515,0.15740484,0.14043969,0.1687329,0.0,0.09870756,0.0,0.0,0.0,0.04005353,0.0,0.0,0.15269497,0.100878514,0.012383659,0.0,0.18545271,0.101214565,0.03021212,0.0,0.0,0.055480067,0.0,0.05045506,0.0,0.0,0.15678464,0.0,0.0,0.0,0.0573581,0.0,0.09385589,0.0,0.13342997,0.0,0.08225727,0.0,0.0,0.10005249,0.09092757,0.0,0.0048865294,0.1470167,0.1340905,0.04996629,0.11286545,0.0,0.11205328,0.105770625,0.0,0.0,0.0,0.0,0.09571833,0.0,0.091723785,0.0,0.0,0.07414097
3,0.0,0.015956303,0.0,0.0,0.0,0.11225825,0.067686,0.059813086,0.08872022,0.036176823,0.0,0.0,0.0,0.0,0.061558027,0.040760756,0.07333084,0.04484393,0.0,0.059485137,0.05037903,0.06349663,0.0037617981,0.0,0.03319276,0.018137354,0.053604193,0.0,0.0,0.02969692,0.0,0.019225482,0.0,0.0,0.0,0.07702317,0.04177352,0.0,0.0,0.012236238,0.0,0.0,0.022746466,0.011802805,0.015296257,0.089700796,0.0,0.07520397,0.08739282,0.0,0.0,0.054660663,0.0,0.0,0.065727755,0.047836438,0.07511836,0.110413395,0.0,0.06576024,0.0,0.122099385,0.04562372,0.0,0.04764297,0.072145276,0.06303937,0.09746483,0.0,0.06787663,0.0,0.114701666,0.0,0.0,0.028192075,0.0,0.0,0.030280614,0.0,0.043025464,0.0,0.06603335,0.006539886,0.06555691,0.0,0.07417405,0.032253284,0.053994123,0.060684424,0.047805276,0.1134032,0.04013578,0.0,0.06310917,0.040081095,0.015609127,0.039976805,0.068515845,0.0,0.027006822,0.05373108,0.0,0.0,0.08241621,0.07392979,0.011168895,0.0,0.09629105,0.002304988,0.040640388,0.0,0.008386224,0.019453656,0.08905032,0.10041278,0.0,0.030752035,0.0,0.01638763,0.03773511,0.006184437,0.047274414,0.0768837,0.0,0.004243806,0.08904974,0.058129758,0.0,0.037711818,0.035303906,0.0,0.037959658,0.067355044,0.096261635,0.11534302,0.049577102,0.033105463,0.007112503,0.03414616,0.08128308,0.06704321,0.07499422,0.11501491,0.06870951,0.0,0.03621823,0.0,0.0,0.0,0.008103724,0.08102026,0.10896741,0.06768404,0.07703554,0.0,0.004163541,0.0,0.032860227,0.10388491,0.0,0.010903328,0.007822318,0.066197954,0.019623619,0.03167567,0.016953738,0.0,0.08402664,0.0,0.0,0.087198384,0.0,0.09666262,0.0,0.03175159,0.13136083,0.0,0.0,0.0754787,0.043083806,0.061916765,0.0,0.06320281,0.036433317,0.0,0.0,0.0,0.056294963,0.025034243,0.08072461,0.12105185,0.09935999,0.0,0.0,0.065677546,0.064107314,0.0,0.09840102,0.10609071,0.04952441,0.035211995,0.08957867,0.0,0.0,0.0,0.0,0.0,0.0009021666,0.079037786,0.0,0.06699589,0.008837067,0.09025748,0.0983987,0.016636731,0.09114451,0.0,0.0,0.04171167,0.062509164,0.0,0.04691845,0.112625174,0.0,0.0,0.05416582,0.08149438,0.042854562,0.06072466,0.0,0.13602707,0.0,0.08994631,0.0097877905,0.0,0.025105484,0.017782873,0.0,0.0,0.055714265,0.023048276,0.08922511,0.013640048,0.059954528,0.071580306,0.022494271,0.0,0.058347285,0.051376045,0.0,0.058617186,0.0,0.09685387,0.0,0.06168469,0.08458343
4,0.059681788,0.0,0.1519761,0.0,0.058889467,0.0,0.103649035,0.0,0.0,0.0040592365,0.0,0.11892855,0.0,0.03713305,0.09002125,0.0005380949,0.0,0.049771048,0.016801855,0.0,0.0,0.0,0.09135999,0.09946361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018069586,0.0,0.0,0.0,0.0,0.0,0.13757275,0.0,0.13258998,0.10922709,0.0067692306,0.0,0.0,0.0,0.1600911,0.0,0.03737836,0.0,0.0,0.0,0.14047608,0.0,0.05950744,0.0,0.0,0.0,0.10719591,0.0,0.0,0.0,0.0,0.0,0.06702173,0.0034643952,0.0,0.0,0.0782065,0.011198234,0.0,0.0,0.0,0.096433565,0.15582296,0.0,0.056720465,0.0,0.031177662,0.0,0.017513525,0.07682352,0.0,0.0,0.0,0.0,0.012414584,0.0,0.0,0.0,0.0,0.1294418,0.041802604,0.042155966,0.0,0.10457206,0.0,0.0,0.12854227,0.0,0.0,0.11658268,0.0,0.0,0.0,0.0,0.14349678,0.0,0.0708415,0.0,0.0,0.0,0.0,0.0,0.0,0.10721207,0.0,0.13565321,0.04767829,0.0,0.0,0.07466625,0.0,0.0849652,0.0,0.092517756,0.058629066,0.014011381,0.0,0.07552403,0.0,0.0,0.040213503,0.0,0.0,0.0,0.0,0.0,0.12732048,0.0,0.10162813,0.0,0.07646036,0.0,0.12899809,0.0,0.0,0.0,0.037130527,0.09083667,0.0,0.0,0.0074317995,0.0,0.097247034,0.10671975,0.11265704,0.0,0.0,0.12952556,0.04776436,0.0,0.0,0.077630274,0.0,0.113318846,0.0,0.0,0.14562532,0.13433778,0.0,0.0,0.019909557,0.0,0.12830175,0.0,0.0,0.024804918,0.0,0.071937405,0.014276889,0.082315736,0.0,0.10844473,0.0,0.0,0.0,0.0,0.0,0.0,0.027186332,0.0,0.097292505,0.113013305,0.0,0.0,0.0,0.0,0.0,0.08675147,0.0801651,0.0,0.11471383,0.0,0.009841722,0.0627943,0.0,0.0,0.016423602,0.0061338637,0.006889748,0.058216307,0.07159108,0.0108694155,0.08345327,0.0,0.14373335,0.07585837,0.023928376,0.0,0.089204684,0.0,0.0,0.07034494,0.10472986,0.0,0.00025996566,0.01669835,0.0,0.0,0.0,0.0,0.0,0.11396621,0.0,0.10613553,0.0,0.0,0.030802142,0.06874651,0.0659637,0.0,0.0152342385,0.0,0.0,0.08457585,0.058275193,0.0030747624,0.0,0.029976403,0.0,0.14978728,0.0,0.0,0.0,0.0
5,0.0,0.13693152,0.0,0.0,0.020722019,0.17895435,0.13173556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06428756,0.097193584,0.0,0.13877365,0.0,0.0,0.0,0.0070353076,0.08588344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08052802,0.0,0.0,0.0,0.19462454,0.0,0.0,0.0,0.06294328,0.0,0.0,0.061418097,0.0023160148,0.0,0.011449037,0.0,0.08723052,0.1385411,0.0,0.0,0.17076667,0.0,0.0,0.027095582,0.0,0.05644112,0.17687976,0.0,0.0,0.0,0.078703284,0.0,0.0,0.14913417,0.0,0.0,0.11741202,0.0,0.1525742,0.0,0.13348946,0.0,0.0,0.0,0.020646945,0.04774092,0.023214534,0.0,0.0,0.0,0.14972316,0.0,0.17353493,0.0,0.0,0.14144182,0.1151999,0.0,0.0,0.056573816,0.13593212,0.0076627135,0.16334024,0.0,0.0,0.0,0.17580746,0.02295998,0.03599067,0.1332766,0.008276071,0.0,0.0,0.08248932,0.0,0.0,0.14204766,0.0,0.0,0.017824624,0.09574149,0.0,0.0,0.09539952,0.0,0.0,0.0055344924,0.0,0.0,0.11810488,0.14339256,0.0,0.045243517,0.0,0.0,0.13433005,0.0,0.0,0.07605913,0.0012894049,0.003931539,0.15078074,0.044531614,0.17045966,0.0,0.0,0.0,0.13293578,0.13952045,0.08191785,0.0,0.23423944,0.0,0.0,0.11701171,0.0,0.039849084,0.0,0.0,0.14609993,0.11005348,0.0695284,0.0,0.022040159,0.0,0.0,0.0,0.10035283,0.0,0.0,0.0,0.0,0.10691635,0.0,0.12157506,0.0,0.0,0.0,0.0,0.16119963,0.0,0.13495061,0.0,0.07589098,0.10716921,0.0,0.0,0.0,0.11609137,0.0,0.0,0.0994141,0.12417902,0.0,0.0,0.0,0.11843556,0.0,0.034510072,0.18891424,0.06175305,0.0,0.045831308,0.14285582,0.0,0.009778818,0.19903436,0.165573,0.19634366,0.0,0.11320656,0.0,0.0,0.0,0.040862553,0.0,0.0,0.18481763,0.12719113,0.013977197,0.0,0.21554413,0.11685879,0.018805666,0.0,0.0,0.060871817,0.0,0.057396837,0.0,0.0,0.19349632,0.00039946847,0.0,0.0,0.07051323,0.0,0.11872876,0.0,0.15850303,0.0,0.09603753,0.0,0.0,0.10167082,0.11980856,0.0,0.0,0.17662457,0.15235797,0.05239211,0.13928236,0.0,0.13803117,0.11219723,0.0,0.0,0.0,0.0,0.11265895,0.0,0.109998696,0.0,0.0,0.09352432
6,0.0,0.012910622,0.0,0.0059412587,0.0,0.25005752,0.012448903,0.17724422,0.23426218,0.06606273,0.0,0.0,0.0,0.0,0.07373175,0.04741037,0.24308228,0.065443024,0.013316849,0.2078623,0.18268108,0.15837298,0.0,0.0,0.11682992,0.07920645,0.16039068,0.024057157,0.0,0.09579742,0.0,0.010780721,0.05998254,0.0,0.0,0.1423833,0.15193021,0.0,0.0,0.0,0.0,0.0,0.0,0.05158249,0.049077407,0.27305457,0.0,0.166838,0.14356552,0.0,0.0,0.08623057,0.0,0.0,0.11332316,0.18423957,0.16268635,0.2037089,0.0,0.20174098,0.0,0.25329804,0.15513805,0.0,0.05615858,0.17944553,0.1527267,0.23710707,0.0,0.08639133,0.0,0.22021477,0.0,0.0,0.0,0.0,0.0,0.023403998,0.0,0.18321085,0.0,0.01025454,0.047052808,0.10180191,0.0,0.25870493,0.016405944,0.085375935,0.16276026,0.18629797,0.28040466,0.0,0.0,0.07796937,0.1322661,0.0,0.09601112,0.107163675,0.0,0.053667374,0.12163757,0.0,0.0,0.2507862,0.18170954,0.059748776,0.0,0.18703176,0.0,0.12875828,0.0,0.0015549622,0.05939599,0.26316407,0.24837303,0.0,0.18140957,0.0,0.0,0.14960757,0.0,0.0,0.25253367,0.0,0.0036619334,0.17126323,0.042270605,0.0,0.15777189,0.003094934,0.0156039,0.08129498,0.1025073,0.18574771,0.20187233,0.20432775,0.08863246,0.03254413,0.0,0.1529034,0.027291205,0.13898416,0.19038892,0.19003378,0.0,0.049694415,0.0014270451,0.0,0.0,0.002748238,0.19005138,0.25459623,0.123722754,0.17880295,0.0,0.0,0.0,0.13697502,0.2678243,0.0,0.024052339,0.06447586,0.23265979,0.0,0.061494563,0.0,0.0,0.21572052,0.0,0.0,0.19102833,0.0,0.15160401,0.0,0.0,0.29902124,0.0008453608,0.0,0.22342104,0.0,0.1575537,0.0,0.12752394,0.0,0.0,0.0,0.0,0.13775346,0.06533651,0.18757789,0.23734257,0.21047828,0.0,0.0,0.06637903,0.24783963,0.0,0.162621,0.20632434,0.0,0.07081762,0.23155323,0.0,0.0,0.0,0.0,0.0,0.0,0.104338214,0.0,0.14549263,0.0,0.12959196,0.16613206,0.022703256,0.27828142,0.0,0.0,0.09112754,0.12845297,0.0,0.19763525,0.18612953,0.0030708052,0.0,0.17715731,0.15619664,0.079769924,0.09661376,0.0,0.29638728,0.0,0.19553839,0.0,0.0,0.0,0.0411383,0.0,0.0,0.013789389,0.0,0.21576318,0.0,0.16641816,0.15639672,0.0,0.0,0.17757994,0.18261003,0.0,0.10835916,0.0,0.20799512,0.0,0.16965455,0.18388653
7,0.0,0.0,0.0,0.0,0.0,0.15947203,0.0,0.18266185,0.17257154,0.07862206,0.0,0.0,0.0,0.0,0.0282106,0.028372388,0.20146078,0.018142791,0.05093315,0.20384106,0.1908279,0.10500865,0.0,0.0,0.12444118,0.035314173,0.16635606,0.012146533,0.0,0.10072672,0.0,0.0032139942,0.09323884,0.0,0.0,0.07472251,0.12525754,0.0,0.0,0.0,0.0,0.0,0.0,0.024878968,0.08981243,0.18590306,0.0,0.10891588,0.085701674,0.0,0.017749956,0.026130028,0.0,0.021271037,0.07026349,0.18032263,0.103618704,0.118498445,0.0058952793,0.16818893,0.0,0.17497878,0.16819617,0.0,0.0002561584,0.15247925,0.09143541,0.15451074,0.0,0.045689695,0.0,0.16000709,0.0,0.0,0.029210998,0.0,0.0,0.0,0.0,0.1301121,0.0007516742,0.0,0.02209562,0.027703151,0.07765507,0.2368141,0.0,0.052846752,0.11470001,0.17516302,0.21213692,0.0,0.0,0.06353501,0.09054244,0.013738548,0.118263125,0.0378747,0.0,0.035536535,0.07397078,0.0,0.0,0.22927195,0.13317473,0.022963915,0.0,0.102684885,0.018187158,0.096292056,0.0,0.0,0.058073696,0.22340734,0.17058638,0.0,0.1421596,0.0,0.026241926,0.10254168,0.0,0.0,0.21644002,0.0,0.00070535485,0.18998088,0.015849918,0.0065043345,0.16204947,0.0,0.020878647,0.07325834,0.061342392,0.102579385,0.12010398,0.12675178,0.06170098,0.01386453,0.0,0.10963157,0.008372605,0.1399689,0.10861643,0.19420388,0.0,0.010290586,0.0,0.0,0.0,0.04868451,0.09540998,0.16258977,0.06649749,0.1379075,0.0,0.022179646,0.0,0.13011552,0.17667697,0.0,0.04278913,0.0400351,0.20299329,0.0,0.062388238,0.0,0.0,0.164638,0.0,0.0,0.09939938,0.0,0.09455348,0.0,0.0,0.20470262,0.0,0.0,0.21880293,0.0,0.13561289,0.0,0.057171125,0.0,0.0,0.0,0.0,0.08982606,0.10553457,0.13303533,0.16068715,0.14614516,0.0,0.0,0.018587276,0.21893512,0.0,0.09688671,0.14828056,0.0,0.1188152,0.14032671,0.0,0.0,0.0,0.0,0.0,0.028973512,0.03058358,0.0,0.114876874,0.0,0.06549133,0.099363066,0.020802654,0.23922527,0.0,0.0,0.12032646,0.09228927,0.0,0.17397602,0.10284824,0.031802077,0.0,0.15116604,0.13004568,0.062123813,0.067981794,0.0,0.21322,0.0015483238,0.13798566,0.020491498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1678414,0.0,0.1368044,0.0727816,0.0,0.001645375,0.18703961,0.1346537,0.0,0.05604387,0.0,0.122720554,0.0,0.18536058,0.11878058
8,0.0,0.0,0.0,0.0,0.0,0.15875113,0.0030146167,0.15427774,0.14477193,0.07072821,0.0,0.0,0.0,0.0,0.013602877,0.030968025,0.17294969,0.02618137,0.03982757,0.16844353,0.17118964,0.08809516,0.0,0.0,0.12600876,0.032664035,0.14712636,0.008598048,0.0,0.09160595,0.0,0.0043356977,0.093095556,0.0,0.0,0.07766735,0.10686315,0.0,0.0,0.0,0.0,0.0,0.0,0.017399278,0.08908418,0.15596405,0.0,0.096588284,0.076297134,0.0,0.026678428,0.03584639,0.0,0.011803916,0.052370246,0.14703727,0.08113247,0.112935446,0.0,0.16323978,0.0,0.15783195,0.15593359,0.0,0.010843961,0.13844897,0.06730621,0.14155391,0.0,0.04866469,0.0,0.14851347,0.0,0.0,0.030984906,0.0,0.0,0.0021761898,0.0,0.11464418,0.0,0.0029690117,0.00963913,0.04283206,0.07234546,0.21108128,0.011185255,0.04578004,0.097391866,0.15580429,0.17644711,0.0,0.0,0.07113666,0.0776048,0.0032434873,0.09537296,0.044117246,0.0,0.039911285,0.07895769,0.0,0.0,0.19571224,0.11655425,0.01890159,0.0,0.10109769,0.020362591,0.081096284,0.0,0.0,0.054622654,0.19324961,0.15356633,0.0,0.12545057,0.0,0.030510532,0.090603076,0.0,0.0,0.18390124,0.0,0.0048797037,0.15812737,0.023688633,0.003309152,0.1393312,0.0,0.015206512,0.07095211,0.056589685,0.090472825,0.11300747,0.115374476,0.062404387,0.011151681,0.0,0.106199205,0.016248398,0.1053841,0.106360435,0.16991737,0.0,0.015799541,0.0,0.0,0.0,0.03881698,0.09753733,0.1415981,0.0630372,0.11845598,0.0,0.023902033,0.0,0.10874353,0.15741715,0.0,0.02437396,0.03772814,0.17248736,0.0,0.058586657,0.0,0.0,0.14526042,0.0,0.0,0.08441518,0.0,0.08377649,0.0,0.0,0.1844297,0.0,0.0,0.18648238,0.0,0.120270625,0.0,0.049239557,0.0,0.0,0.0,0.0,0.09056415,0.09045548,0.11225388,0.14883864,0.12723728,0.0,0.0,0.035206906,0.1878172,0.0,0.09459156,0.11943918,0.0,0.09248343,0.11671757,0.0,0.0,0.0,0.0,0.0,0.032514237,0.038619544,0.0,0.09712302,0.0,0.06063634,0.08900828,0.0075595155,0.20228598,0.0,0.0,0.09699762,0.08288792,0.0,0.1509814,0.10624073,0.030377502,0.0,0.12395115,0.12670344,0.04886266,0.06227427,0.0,0.1921339,0.0,0.13074382,0.007622987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1390295,0.0,0.12787275,0.0717102,0.0,0.0028561,0.163996,0.1176545,0.0,0.05428322,0.0,0.11559705,0.0,0.16289805,0.11081919
9,0.0,0.0069086123,0.0,0.00041652285,0.0,0.22926693,0.010916173,0.17739174,0.20269051,0.06920767,0.0,0.0,0.0,0.0,0.050996277,0.05055549,0.22348543,0.052132417,0.019153565,0.20253196,0.1878967,0.13578093,0.0,0.0,0.12804511,0.06547952,0.16475175,0.02638518,0.0,0.096400306,0.0,0.0086825555,0.07978404,0.0,0.0,0.12230026,0.142718,0.0,0.0,0.0,0.0,0.0,0.0,0.039526448,0.0740803,0.2279189,0.0,0.14610875,0.119255275,0.0,0.0,0.06947609,0.0,0.003987837,0.09004914,0.17612077,0.13707066,0.17539321,0.0,0.19038893,0.0,0.22160392,0.1609219,0.0,0.041766338,0.16606067,0.1259264,0.20864484,0.0,0.078942895,0.0,0.2026644,0.0,0.0,0.0,0.0,0.0,0.016581682,0.0,0.16848001,0.0,0.0053820573,0.034336947,0.084631555,0.026209608,0.2492489,0.017824668,0.07178321,0.13910788,0.17713918,0.24654122,0.0,0.0,0.08168946,0.11732909,0.0,0.09905465,0.0858446,0.0,0.052474,0.117497995,0.0,0.0,0.23531333,0.16188854,0.04143974,0.0,0.15681377,0.0,0.1137334,0.0,0.0,0.060230076,0.23632705,0.22138135,0.0,0.16519506,0.0,0.0,0.12647879,0.0,0.0,0.23298034,0.0,0.009490301,0.16909117,0.036156956,0.0,0.15452032,0.0009431541,0.025022142,0.079597816,0.08617237,0.15273267,0.17628513,0.17913094,0.08058893,0.03200768,0.0,0.14701726,0.016829967,0.13040291,0.16324665,0.18839894,0.0,0.040064976,0.0,0.0,0.0,0.015820805,0.1603974,0.2145704,0.10060615,0.16553281,0.0,0.0,0.0,0.13032837,0.23433231,0.0,0.024710363,0.05527635,0.21449304,0.0,0.057141032,0.0,0.0,0.19625793,0.0,0.0,0.15566595,0.0,0.13026641,0.0,0.0,0.26460394,0.0005533395,0.0,0.2183222,0.0,0.1457783,0.0,0.10160669,0.0,0.0,0.0,0.0,0.12699574,0.07566877,0.1671409,0.21120718,0.17749746,0.0,0.0,0.057855397,0.22912528,0.0,0.14223297,0.17998412,0.0,0.0797683,0.19042246,0.0,0.0,0.0,0.0,0.0,0.005119362,0.08275527,0.0,0.1297034,0.0,0.110126,0.14389408,0.013888581,0.25987476,0.0,0.0,0.10139428,0.11784964,0.0,0.19397667,0.165298,0.005853147,0.0,0.15680452,0.15511945,0.06464177,0.09235306,0.0,0.2715248,0.0,0.1778544,0.0,0.0,0.0,0.027993247,0.0,0.0,0.006184589,0.0,0.19346479,0.0,0.1518767,0.12433424,0.0,0.0,0.18041639,0.16117005,0.0,0.09589749,0.0,0.18220541,0.0,0.17165439,0.15615237
